"filename", "language", "Batch", "Markdown", "Python", "pip requirements", "Properties", "Log", "JSON", "PowerShell", "C++", "JavaScript", "reStructuredText", "C", "YAML", "XML", "Ini", "comment", "blank", "total"
"c:\nyxa\.venv\Lib\site-packages\aiohttp\tracing.py", "Python", 0, 0, 356, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 92, 471
"c:\nyxa\.venv\Lib\site-packages\aiohttp\typedefs.py", "Python", 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 70
"c:\nyxa\.venv\Lib\site-packages\aiohttp\web.py", "Python", 0, 0, 549, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 37, 606
"c:\nyxa\.venv\Lib\site-packages\aiohttp\web_app.py", "Python", 0, 0, 487, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 101, 621
"c:\nyxa\.venv\Lib\site-packages\aiohttp\web_exceptions.py", "Python", 0, 0, 285, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 139, 453
"c:\nyxa\.venv\Lib\site-packages\aiohttp\web_fileresponse.py", "Python", 0, 0, 273, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 83, 63, 419
"c:\nyxa\.venv\Lib\site-packages\aiohttp\web_log.py", "Python", 0, 0, 128, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 32, 217
"c:\nyxa\.venv\Lib\site-packages\aiohttp\web_middlewares.py", "Python", 0, 0, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 22, 122
"c:\nyxa\.venv\Lib\site-packages\aiohttp\web_protocol.py", "Python", 0, 0, 576, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 115, 102, 793
"c:\nyxa\.venv\Lib\site-packages\aiohttp\web_request.py", "Python", 0, 0, 626, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 168, 121, 915
"c:\nyxa\.venv\Lib\site-packages\aiohttp\web_response.py", "Python", 0, 0, 682, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 117, 857
"c:\nyxa\.venv\Lib\site-packages\aiohttp\web_routedef.py", "Python", 0, 0, 153, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 61, 215
"c:\nyxa\.venv\Lib\site-packages\aiohttp\web_runner.py", "Python", 0, 0, 319, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 70, 400
"c:\nyxa\.venv\Lib\site-packages\aiohttp\web_server.py", "Python", 0, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 13, 85
"c:\nyxa\.venv\Lib\site-packages\aiohttp\web_urldispatcher.py", "Python", 0, 0, 953, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 107, 244, 1304
"c:\nyxa\.venv\Lib\site-packages\aiohttp\web_ws.py", "Python", 0, 0, 503, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 81, 632
"c:\nyxa\.venv\Lib\site-packages\aiohttp\worker.py", "Python", 0, 0, 183, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 54, 256
"c:\nyxa\.venv\Lib\site-packages\aiosignal\__init__.py", "Python", 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 10, 37
"c:\nyxa\.venv\Lib\site-packages\aiosignal\__init__.pyi", "Python", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 13
"c:\nyxa\.venv\Lib\site-packages\aiosqlite\__init__.py", "Python", 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 5, 45
"c:\nyxa\.venv\Lib\site-packages\aiosqlite\__version__.py", "Python", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 2, 8
"c:\nyxa\.venv\Lib\site-packages\aiosqlite\context.py", "Python", 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 19, 55
"c:\nyxa\.venv\Lib\site-packages\aiosqlite\core.py", "Python", 0, 0, 265, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 76, 395
"c:\nyxa\.venv\Lib\site-packages\aiosqlite\cursor.py", "Python", 0, 0, 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 25, 119
"c:\nyxa\.venv\Lib\site-packages\aiosqlite\tests\__init__.py", "Python", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 5
"c:\nyxa\.venv\Lib\site-packages\aiosqlite\tests\__main__.py", "Python", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 8
"c:\nyxa\.venv\Lib\site-packages\aiosqlite\tests\helpers.py", "Python", 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8, 30
"c:\nyxa\.venv\Lib\site-packages\aiosqlite\tests\perf.py", "Python", 0, 0, 153, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 38, 204
"c:\nyxa\.venv\Lib\site-packages\aiosqlite\tests\smoke.py", "Python", 0, 0, 349, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 90, 453
"c:\nyxa\.venv\Lib\site-packages\alembic\__init__.py", "Python", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5
"c:\nyxa\.venv\Lib\site-packages\alembic\__main__.py", "Python", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5
"c:\nyxa\.venv\Lib\site-packages\alembic\autogenerate\__init__.py", "Python", 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11
"c:\nyxa\.venv\Lib\site-packages\alembic\autogenerate\api.py", "Python", 0, 0, 337, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 242, 72, 651
"c:\nyxa\.venv\Lib\site-packages\alembic\autogenerate\compare.py", "Python", 0, 0, 1065, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 92, 173, 1330
"c:\nyxa\.venv\Lib\site-packages\alembic\autogenerate\render.py", "Python", 0, 0, 895, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 182, 1098
"c:\nyxa\.venv\Lib\site-packages\alembic\autogenerate\rewriter.py", "Python", 0, 0, 153, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 65, 23, 241
"c:\nyxa\.venv\Lib\site-packages\alembic\command.py", "Python", 0, 0, 450, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 195, 105, 750
"c:\nyxa\.venv\Lib\site-packages\alembic\config.py", "Python", 0, 0, 449, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 128, 69, 646
"c:\nyxa\.venv\Lib\site-packages\alembic\context.py", "Python", 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 6
"c:\nyxa\.venv\Lib\site-packages\alembic\context.pyi", "Python", 0, 0, 176, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 656, 22, 854
"c:\nyxa\.venv\Lib\site-packages\alembic\ddl\__init__.py", "Python", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"c:\nyxa\.venv\Lib\site-packages\alembic\ddl\_autogen.py", "Python", 0, 0, 237, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 74, 326
"c:\nyxa\.venv\Lib\site-packages\alembic\ddl\base.py", "Python", 0, 0, 253, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 74, 336
"c:\nyxa\.venv\Lib\site-packages\alembic\ddl\impl.py", "Python", 0, 0, 628, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 110, 107, 845
"c:\nyxa\.venv\Lib\site-packages\alembic\ddl\mssql.py", "Python", 0, 0, 345, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 58, 420
"c:\nyxa\.venv\Lib\site-packages\alembic\ddl\mysql.py", "Python", 0, 0, 399, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 47, 475
"c:\nyxa\.venv\Lib\site-packages\alembic\ddl\oracle.py", "Python", 0, 0, 159, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 39, 201
"c:\nyxa\.venv\Lib\site-packages\alembic\ddl\postgresql.py", "Python", 0, 0, 666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 91, 92, 849
"c:\nyxa\.venv\Lib\site-packages\alembic\ddl\sqlite.py", "Python", 0, 0, 156, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 30, 226
"c:\nyxa\.venv\Lib\site-packages\alembic\environment.py", "Python", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\nyxa\.venv\Lib\site-packages\alembic\migration.py", "Python", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\nyxa\.venv\Lib\site-packages\alembic\op.py", "Python", 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 6
"c:\nyxa\.venv\Lib\site-packages\alembic\op.pyi", "Python", 0, 0, 841, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 287, 194, 1322
"c:\nyxa\.venv\Lib\site-packages\alembic\operations\__init__.py", "Python", 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 16
"c:\nyxa\.venv\Lib\site-packages\alembic\operations\base.py", "Python", 0, 0, 1021, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 615, 258, 1894
"c:\nyxa\.venv\Lib\site-packages\alembic\operations\batch.py", "Python", 0, 0, 563, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 96, 718
"c:\nyxa\.venv\Lib\site-packages\alembic\operations\ops.py", "Python", 0, 0, 1928, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 608, 251, 2787
"c:\nyxa\.venv\Lib\site-packages\alembic\operations\schemaobj.py", "Python", 0, 0, 243, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 30, 289
"c:\nyxa\.venv\Lib\site-packages\alembic\operations\toimpl.py", "Python", 0, 0, 180, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 45, 227
"c:\nyxa\.venv\Lib\site-packages\alembic\runtime\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\nyxa\.venv\Lib\site-packages\alembic\runtime\environment.py", "Python", 0, 0, 606, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 287, 161, 1054
"c:\nyxa\.venv\Lib\site-packages\alembic\runtime\migration.py", "Python", 0, 0, 915, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 342, 140, 1397
"c:\nyxa\.venv\Lib\site-packages\alembic\script\__init__.py", "Python", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5
"c:\nyxa\.venv\Lib\site-packages\alembic\script\base.py", "Python", 0, 0, 787, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 169, 105, 1061
"c:\nyxa\.venv\Lib\site-packages\alembic\script\revision.py", "Python", 0, 0, 1204, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 324, 194, 1722
"c:\nyxa\.venv\Lib\site-packages\alembic\script\write_hooks.py", "Python", 0, 0, 123, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 28, 180
"c:\nyxa\.venv\Lib\site-packages\alembic\templates\async\env.py", "Python", 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 23, 90
"c:\nyxa\.venv\Lib\site-packages\alembic\templates\generic\env.py", "Python", 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 16, 79
"c:\nyxa\.venv\Lib\site-packages\alembic\templates\multidb\env.py", "Python", 0, 0, 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 24, 141
"c:\nyxa\.venv\Lib\site-packages\alembic\testing\__init__.py", "Python", 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 30
"c:\nyxa\.venv\Lib\site-packages\alembic\testing\assertions.py", "Python", 0, 0, 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 44, 168
"c:\nyxa\.venv\Lib\site-packages\alembic\testing\env.py", "Python", 0, 0, 233, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 203, 83, 519
"c:\nyxa\.venv\Lib\site-packages\alembic\testing\fixtures.py", "Python", 0, 0, 226, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 68, 307
"c:\nyxa\.venv\Lib\site-packages\alembic\testing\plugin\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\nyxa\.venv\Lib\site-packages\alembic\testing\plugin\bootstrap.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 5
"c:\nyxa\.venv\Lib\site-packages\alembic\testing\requirements.py", "Python", 0, 0, 157, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 47, 211
"c:\nyxa\.venv\Lib\site-packages\alembic\testing\schemacompare.py", "Python", 0, 0, 130, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 38, 170
"c:\nyxa\.venv\Lib\site-packages\alembic\testing\suite\__init__.py", "Python", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"c:\nyxa\.venv\Lib\site-packages\alembic\testing\suite\_autogen_fixtures.py", "Python", 0, 0, 284, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 49, 336
"c:\nyxa\.venv\Lib\site-packages\alembic\testing\suite\test_autogen_comments.py", "Python", 0, 0, 200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 243
"c:\nyxa\.venv\Lib\site-packages\alembic\testing\suite\test_autogen_computed.py", "Python", 0, 0, 161, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 37, 204
"c:\nyxa\.venv\Lib\site-packages\alembic\testing\suite\test_autogen_diffs.py", "Python", 0, 0, 220, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 50, 274
"c:\nyxa\.venv\Lib\site-packages\alembic\testing\suite\test_autogen_fks.py", "Python", 0, 0, 1019, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 157, 1191
"c:\nyxa\.venv\Lib\site-packages\alembic\testing\suite\test_autogen_identity.py", "Python", 0, 0, 183, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 227
"c:\nyxa\.venv\Lib\site-packages\alembic\testing\suite\test_environment.py", "Python", 0, 0, 284, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 74, 365
"c:\nyxa\.venv\Lib\site-packages\alembic\testing\suite\test_op.py", "Python", 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 13, 43
"c:\nyxa\.venv\Lib\site-packages\alembic\testing\util.py", "Python", 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 26, 127
"c:\nyxa\.venv\Lib\site-packages\alembic\testing\warnings.py", "Python", 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 10, 41
"c:\nyxa\.venv\Lib\site-packages\alembic\util\__init__.py", "Python", 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 36
"c:\nyxa\.venv\Lib\site-packages\alembic\util\compat.py", "Python", 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 20, 90
"c:\nyxa\.venv\Lib\site-packages\alembic\util\editor.py", "Python", 0, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 12, 82
"c:\nyxa\.venv\Lib\site-packages\alembic\util\exc.py", "Python", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 7
"c:\nyxa\.venv\Lib\site-packages\alembic\util\langhelpers.py", "Python", 0, 0, 256, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 59, 336
"c:\nyxa\.venv\Lib\site-packages\alembic\util\messaging.py", "Python", 0, 0, 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 23, 116
"c:\nyxa\.venv\Lib\site-packages\alembic\util\pyfiles.py", "Python", 0, 0, 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 20, 115
"c:\nyxa\.venv\Lib\site-packages\alembic\util\sqla_compat.py", "Python", 0, 0, 481, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 141, 666
"c:\nyxa\.venv\Lib\site-packages\annotated_types\__init__.py", "Python", 0, 0, 182, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 167, 84, 433
"c:\nyxa\.venv\Lib\site-packages\annotated_types\test_cases.py", "Python", 0, 0, 110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 30, 152
"c:\nyxa\.venv\Lib\site-packages\attr\__init__.py", "Python", 0, 0, 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 21, 105
"c:\nyxa\.venv\Lib\site-packages\attr\__init__.pyi", "Python", 0, 0, 314, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 31, 390
"c:\nyxa\.venv\Lib\site-packages\attr\_cmp.py", "Python", 0, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 34, 161
"c:\nyxa\.venv\Lib\site-packages\attr\_cmp.pyi", "Python", 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 14
"c:\nyxa\.venv\Lib\site-packages\attr\_compat.py", "Python", 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 23, 95
"c:\nyxa\.venv\Lib\site-packages\attr\_config.py", "Python", 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 7, 32
"c:\nyxa\.venv\Lib\site-packages\attr\_funcs.py", "Python", 0, 0, 256, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 187, 26, 469
"c:\nyxa\.venv\Lib\site-packages\attr\_make.py", "Python", 0, 0, 1074, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1776, 274, 3124
"c:\nyxa\.venv\Lib\site-packages\attr\_next_gen.py", "Python", 0, 0, 383, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 131, 110, 624
"c:\nyxa\.venv\Lib\site-packages\attr\_typing_compat.pyi", "Python", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 16
"c:\nyxa\.venv\Lib\site-packages\attr\_version_info.py", "Python", 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 18, 87
"c:\nyxa\.venv\Lib\site-packages\attr\_version_info.pyi", "Python", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10
"c:\nyxa\.venv\Lib\site-packages\attr\converters.py", "Python", 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69, 32, 163
"c:\nyxa\.venv\Lib\site-packages\attr\converters.pyi", "Python", 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 20
"c:\nyxa\.venv\Lib\site-packages\attr\exceptions.py", "Python", 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 24, 96
"c:\nyxa\.venv\Lib\site-packages\attr\exceptions.pyi", "Python", 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 18
"c:\nyxa\.venv\Lib\site-packages\attr\filters.py", "Python", 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 13, 73
"c:\nyxa\.venv\Lib\site-packages\attr\filters.pyi", "Python", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 7
"c:\nyxa\.venv\Lib\site-packages\attr\setters.py", "Python", 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 23, 80
"c:\nyxa\.venv\Lib\site-packages\attr\setters.pyi", "Python", 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 21
"c:\nyxa\.venv\Lib\site-packages\attr\validators.py", "Python", 0, 0, 224, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 413, 74, 711
"c:\nyxa\.venv\Lib\site-packages\attr\validators.pyi", "Python", 0, 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5, 87
"c:\nyxa\.venv\Lib\site-packages\attrs\__init__.py", "Python", 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 70
"c:\nyxa\.venv\Lib\site-packages\attrs\__init__.pyi", "Python", 0, 0, 243, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 12, 264
"c:\nyxa\.venv\Lib\site-packages\attrs\converters.py", "Python", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 4
"c:\nyxa\.venv\Lib\site-packages\attrs\exceptions.py", "Python", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 4
"c:\nyxa\.venv\Lib\site-packages\attrs\filters.py", "Python", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 4
"c:\nyxa\.venv\Lib\site-packages\attrs\setters.py", "Python", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 4
"c:\nyxa\.venv\Lib\site-packages\attrs\validators.py", "Python", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 4
"c:\nyxa\.venv\Lib\site-packages\boolean\__init__.py", "Python", 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 2, 32
"c:\nyxa\.venv\Lib\site-packages\boolean\boolean.py", "Python", 0, 0, 877, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 555, 231, 1663
"c:\nyxa\.venv\Lib\site-packages\boolean\test_boolean.py", "Python", 0, 0, 1090, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 199, 1353
"c:\nyxa\.venv\Lib\site-packages\boolean_py-5.0.dist-info\licenses\CHANGELOG.rst", "reStructuredText", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 84, 0, 0, 0, 0, 0, 57, 141
"c:\nyxa\.venv\Lib\site-packages\boolean_py-5.0.dist-info\licenses\README.rst", "reStructuredText", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 72, 0, 0, 0, 0, 1, 42, 115
"c:\nyxa\.venv\Lib\site-packages\cachecontrol\__init__.py", "Python", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 7, 30
"c:\nyxa\.venv\Lib\site-packages\cachecontrol\_cmd.py", "Python", 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 21, 71
"c:\nyxa\.venv\Lib\site-packages\cachecontrol\adapter.py", "Python", 0, 0, 111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 28, 169
"c:\nyxa\.venv\Lib\site-packages\cachecontrol\cache.py", "Python", 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 19, 76
"c:\nyxa\.venv\Lib\site-packages\cachecontrol\caches\__init__.py", "Python", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 9
"c:\nyxa\.venv\Lib\site-packages\cachecontrol\caches\file_cache.py", "Python", 0, 0, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 28, 146
"c:\nyxa\.venv\Lib\site-packages\cachecontrol\caches\redis_cache.py", "Python", 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 12, 49
"c:\nyxa\.venv\Lib\site-packages\cachecontrol\controller.py", "Python", 0, 0, 330, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 102, 80, 512
"c:\nyxa\.venv\Lib\site-packages\cachecontrol\filewrapper.py", "Python", 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 20, 120
"c:\nyxa\.venv\Lib\site-packages\cachecontrol\heuristics.py", "Python", 0, 0, 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 35, 158
"c:\nyxa\.venv\Lib\site-packages\cachecontrol\serialize.py", "Python", 0, 0, 96, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 25, 147
"c:\nyxa\.venv\Lib\site-packages\cachecontrol\wrapper.py", "Python", 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 8, 44
"c:\nyxa\.venv\Lib\site-packages\certifi\__init__.py", "Python", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5
"c:\nyxa\.venv\Lib\site-packages\certifi\__main__.py", "Python", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 13
"c:\nyxa\.venv\Lib\site-packages\certifi\core.py", "Python", 0, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 21, 115
"c:\nyxa\.venv\Lib\site-packages\cffi\__init__.py", "Python", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 15
"c:\nyxa\.venv\Lib\site-packages\cffi\_cffi_errors.h", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 111, 0, 0, 0, 0, 0, 0, 16, 23, 150
